Name,RA_2000_Deg,RA_2000_HMS,Dec_2000_Deg,Vmag,Spct
,45.049166666666665,3.003277777777778,38.13166666666667,6.11,B
,44.6975,2.9798333333333336,-9.77638888888889,6.14,A
91Lam,44.92875,2.99525,8.9075,4.7,B
The,44.565416666666664,2.971027777777778,-40.30472222222222,3.24,A
The,44.56791666666667,2.9711944444444445,-40.30444444444444,4.35,A
5,44.92166666666667,2.9947777777777778,-2.4650000000000003,5.56,B
,44.7775,2.9851666666666667,-28.90694444444444,6.14,K
Zet,44.900416666666665,2.993361111111111,-25.274166666666666,5.71,F
,45.18375,3.01225,10.870277777777778,5.95,K
,44.90958333333333,2.9939722222222223,-32.507222222222225,6.31,A
7,45.2125,3.0141666666666667,-2.8786111111111112,6.11,M
49,45.47541666666667,3.0316944444444442,26.46222222222222,5.9,A
,47.928333333333335,3.195222222222222,81.47055555555556,5.95,A
8Rho,45.291666666666664,3.0194444444444444,-7.662777777777778,5.75,K
,45.46791666666667,3.0311944444444445,5.336111111111111,6.25,K
Bet,44.69916666666666,2.9799444444444445,-64.07138888888889,4.99,A
93,45.59375,3.0395833333333333,4.352777777777778,5.61,B
92Alp,45.57,3.038,4.089722222222222,2.53,M
,45.48375,3.03225,-9.961388888888887,5.83,G
,45.53875,3.0359166666666666,-6.494722222222222,6.19,G
Eps,45.40708333333333,3.027138888888889,-28.091666666666665,5.89,G
23Gam,46.19916666666666,3.0799444444444446,53.506388888888885,2.93,G
,45.87625,3.0584166666666666,28.26972222222222,6.36,F
9Rho,45.67625,3.0450833333333334,-7.685277777777778,5.32,K
,46.385,3.0923333333333334,56.70583333333334,4.76,G
11Tau,45.59791666666667,3.039861111111111,-23.624444444444446,4.09,A
,46.41625,3.0944166666666666,56.06861111111112,6.11,G
25Rho,46.29416666666667,3.086277777777778,38.84027777777778,3.39,M
,46.829166666666666,3.1219444444444444,64.05777777777777,5.89,B
,46.336666666666666,3.0891111111111114,40.5825,6.05,K
,46.169583333333335,3.0779722222222223,15.85611111111111,6.49,K
10Rho,46.068333333333335,3.0712222222222225,-7.600833333333333,5.26,A
,46.15875,3.0772500000000003,1.863611111111111,6.05,K
52,46.36125,3.0907500000000003,25.255277777777778,6.8,B
52,46.36125,3.0907500000000003,25.255277777777778,7.0,B
,45.73291666666667,3.048861111111111,-46.975,5.82,K
,47.01625,3.1344166666666666,52.21333333333334,6.31,B
,46.59875,3.1065833333333335,13.187222222222223,5.62,K
,47.98458333333333,3.198972222222222,74.39361111111111,4.87,A
,46.9475,3.1298333333333335,47.30833333333333,6.41,A
Mu,45.903333333333336,3.060222222222222,-59.73777777777778,5.11,F
,46.639583333333334,3.1093055555555558,-6.088611111111111,5.27,M
26Bet,47.04208333333333,3.136138888888889,40.955555555555556,2.12,B
Iot,47.266666666666666,3.151111111111111,49.61333333333334,4.05,G
53,46.857083333333335,3.1238055555555557,17.88,6.11,B
The,45.564166666666665,3.037611111111111,-71.9025,5.53,B
54,47.08833333333333,3.139222222222222,18.795,6.27,M
27Kap,47.37416666666667,3.1582777777777777,44.85722222222223,3.8,K
,47.16125,3.144083333333333,8.470833333333333,6.28,G
,46.96208333333333,3.1308055555555554,-27.83111111111111,6.19,A
55,47.40291666666667,3.1601944444444445,29.076944444444443,5.72,B
,47.53666666666667,3.169111111111111,27.82,6.42,A
,47.6125,3.1741666666666664,26.89638888888889,6.02,K
28Ome,47.8225,3.1881666666666666,39.611666666666665,4.63,K
,47.662083333333335,3.1774722222222223,11.8725,5.98,B
,48.11,3.2073333333333336,47.725833333333334,6.33,K
,48.04,3.202666666666667,42.376111111111115,6.15,B
57Del,47.9075,3.193833333333333,19.726666666666667,4.35,K
,47.84125,3.1894166666666663,13.047777777777778,6.12,K
,47.6475,3.1765,-23.738333333333333,6.38,K
56,48.05916666666667,3.2039444444444447,27.256944444444443,5.79,B
,47.82833333333333,3.1885555555555554,-3.8116666666666665,6.05,M
,48.35,3.2233333333333336,48.176944444444445,5.9,G
,47.82,3.1879999999999997,-16.025277777777777,6.26,K
,48.11,3.2073333333333336,6.660833333333334,5.56,K
,46.955,3.130333333333333,-69.26555555555555,6.15,K
,47.61416666666667,3.1742777777777778,-48.73416666666667,6.12,K
,50.08208333333334,3.3388055555555556,77.73472222222222,5.45,A
94,48.193333333333335,3.212888888888889,-1.1961111111111111,5.06,F
Alp,48.017916666666665,3.2011944444444445,-28.986944444444447,3.87,F
,48.95,3.263333333333333,57.14083333333333,5.79,A
,53.08375,3.5389166666666667,84.91111111111111,5.61,G
,48.73625,3.2490833333333335,42.50388888888889,6.07,K
,49.38166666666667,3.292111111111111,65.65861111111111,6.36,A
,48.1075,3.2071666666666667,-44.41972222222222,5.93,F
,49.05083333333334,3.2700555555555555,50.937777777777775,5.03,G
,48.25625,3.2170833333333335,-35.943888888888885,6.27,B
,48.83541666666667,3.2556944444444444,30.55666666666667,5.52,A
58Zet,48.72541666666667,3.248361111111111,21.044444444444448,4.89,A
,49.01958333333334,3.2679722222222223,45.34583333333334,6.16,M
,48.40833333333333,3.227222222222222,-29.804166666666667,6.16,K
,48.94583333333333,3.2630555555555554,32.85638888888889,6.31,F
,49.00791666666667,3.2671944444444443,34.68861111111111,6.25,A
,48.138333333333335,3.2092222222222224,-57.32166666666667,5.74,C
,49.14625,3.2764166666666665,32.183611111111105,6.06,G
,49.2975,3.2864999999999998,40.483333333333334,6.45,B
,48.75083333333333,3.2500555555555555,-26.10027777777778,6.25,A
,46.88333333333333,3.1255555555555556,-78.98944444444444,5.57,F
30,49.4475,3.2965,44.025,5.47,B
,49.00375,3.2669166666666665,-5.918611111111112,6.17,B
13Zet,48.958333333333336,3.263888888888889,-8.819722222222222,4.8,A
,49.9975,3.3331666666666666,65.65222222222222,4.84,B
,49.44083333333333,3.2960555555555553,39.28333333333333,5.96,A
29,49.6575,3.3104999999999998,50.22222222222222,5.15,B
14,49.14875,3.2765833333333334,-9.154444444444445,6.14,F
31,49.781666666666666,3.3187777777777776,50.095,5.03,B
,49.04708333333333,3.2698055555555556,-30.8275,6.65,A
,49.6825,3.3121666666666667,34.22277777777778,4.82,K
95,49.593333333333334,3.306222222222222,-0.9302777777777778,5.38,G
,49.51166666666666,3.300777777777778,-28.796944444444446,5.91,F
15,49.592083333333335,3.3061388888888885,-22.511388888888888,4.88,G
59,49.9825,3.3321666666666663,27.07111111111111,5.9,G
96Kap,49.84041666666667,3.322694444444444,3.370277777777778,4.83,G
,49.67166666666667,3.311444444444444,-18.559722222222224,5.71,F
,49.36083333333333,3.290722222222222,-47.751666666666665,5.85,K
,50.085,3.339,29.048333333333336,4.47,K
60,50.10666666666667,3.3404444444444445,25.662777777777777,6.12,K
,50.469166666666666,3.364611111111111,49.07083333333334,5.93,F
32,50.360416666666666,3.357361111111111,43.32944444444445,4.95,A
16Tau,49.87916666666667,3.3252777777777776,-21.75777777777778,3.69,M
,49.895,3.326333333333333,-24.123055555555556,5.61,M
61Tau,50.306666666666665,3.3537777777777777,21.146944444444443,5.28,B
Zet,49.4425,3.2961666666666667,-62.57527777777778,5.54,G
97Kap,50.278333333333336,3.351888888888889,3.6755555555555555,5.69,G
,49.982083333333335,3.3321388888888888,-43.069722222222225,4.27,G
,51.16875,3.41125,64.58611111111111,5.23,M
Zet,49.55375,3.303583333333333,-62.506388888888885,5.24,G
,50.805,3.387,49.21333333333334,5.29,B
62,50.54958333333333,3.369972222222222,27.6075,5.52,G
,50.18833333333333,3.345888888888889,-26.60638888888889,6.39,F
,49.49583333333333,3.299722222222222,-66.92694444444444,6.05,A
63Tau,50.68833333333333,3.3792222222222223,20.741944444444446,5.09,K
,50.35,3.356666666666667,-23.635277777777777,5.52,G
33Alp,51.08083333333333,3.405388888888889,49.861111111111114,1.79,F
,50.56791666666667,3.3711944444444444,-25.587777777777777,6.35,A
,51.12375,3.40825,33.53583333333333,5.61,A
,51.45166666666667,3.430111111111111,53.92166666666667,6.51,A
,50.38875,3.3592500000000003,-47.776944444444446,6.39,K
64,51.077083333333334,3.4051388888888887,24.724166666666665,5.5,K
,50.91291666666667,3.3941944444444445,4.881944444444445,6.38,G
,50.82416666666666,3.3882777777777777,-7.7941666666666665,6.2,G
Iot,48.99,3.266,-77.38833333333334,5.52,F
,51.28916666666667,3.4192777777777774,41.257222222222225,6.51,A
65,51.10875,3.40725,20.803611111111113,6.08,A
,51.04208333333333,3.4028055555555556,12.629444444444445,6.04,K
,51.48916666666667,3.432611111111111,49.12083333333334,6.09,B
1Omi,51.20333333333333,3.4135555555555555,9.02888888888889,3.6,G
,50.935833333333335,3.395722222222222,-32.70722222222223,6.5,K
,52.58125,3.5054166666666666,71.86388888888888,6.32,M
,52.098333333333336,3.473222222222222,60.25555555555555,6.49,B
,52.01291666666667,3.4675277777777778,49.062777777777775,4.98,B
,52.26708333333333,3.484472222222222,59.94027777777777,4.21,B
,51.763333333333335,3.450888888888889,18.75638888888889,6.57,A
,52.218333333333334,3.481222222222222,49.848333333333336,5.58,B
2Xi,51.7925,3.4528333333333334,9.732777777777779,3.74,B
,51.82791666666667,3.4551944444444445,12.735,6.28,A
,52.47875,3.4985833333333334,58.87861111111111,4.54,A
,52.086666666666666,3.4724444444444447,33.8075,5.61,A
Chi,51.4825,3.4321666666666664,-35.920833333333334,6.39,A
,52.54708333333333,3.503138888888889,59.36611111111111,6.13,A
34,52.342083333333335,3.489472222222222,49.50888888888889,4.67,B
,51.59375,3.4395833333333337,-27.3175,5.93,G
,52.50083333333333,3.5000555555555555,55.45194444444445,5.09,A
,52.35916666666667,3.4906111111111113,46.937777777777775,6.24,B
66,52.11083333333333,3.4740555555555557,22.804166666666667,6.03,K
,51.54875,3.4365833333333335,-41.636944444444445,6.32,A
,52.00416666666667,3.4669444444444446,-11.286666666666667,5.73,K
,52.65416666666667,3.5102777777777776,48.103611111111114,5.82,B
35Sig,52.64375,3.5095833333333335,47.99527777777778,4.36,K
,51.010416666666664,3.4006944444444445,-69.62472222222222,6.15,G
Chi,51.88916666666667,3.459277777777778,-35.68138888888889,5.71,K
,53.80166666666667,3.586777777777778,73.34694444444445,6.57,A
,52.8725,3.5248333333333335,49.209722222222226,6.29,A
Chi,52.047916666666666,3.4698611111111113,-35.85333333333333,6.5,A
,52.95458333333333,3.5303055555555556,49.40083333333333,6.39,B
,52.41291666666667,3.4941944444444446,-6.805,5.99,G
4,52.60208333333333,3.5068055555555557,11.336388888888889,5.14,A
,52.4,3.493333333333333,-12.674722222222222,5.59,A
,53.035833333333336,3.535722222222222,48.02361111111111,5.47,B
,51.40083333333333,3.4267222222222222,-69.33638888888889,5.96,F
,52.836666666666666,3.5224444444444445,27.571944444444444,5.96,A
5,52.718333333333334,3.5145555555555554,12.936666666666667,4.11,K
,52.689166666666665,3.512611111111111,6.188611111111111,5.94,G
,53.38375,3.5589166666666663,58.765,6.4,A
36,53.10958333333333,3.5406388888888887,46.05694444444444,5.31,F
17,52.654583333333335,3.5103055555555556,-5.075277777777777,4.73,B
,53.42166666666667,3.561444444444444,57.86888888888889,6.37,F
,53.16291666666667,3.5441944444444444,44.855555555555554,6.41,B
,53.4125,3.560833333333333,54.974722222222226,5.98,A
,53.166666666666664,3.5444444444444443,35.461666666666666,5.9,B
,52.479166666666664,3.4986111111111113,-42.634166666666665,5.78,A
,52.556666666666665,3.5037777777777777,-41.37,6.12,F
,53.75333333333333,3.583555555555556,60.04111111111111,6.46,F
,53.39625,3.5597499999999997,39.89944444444444,5.81,A
6,53.15,3.543333333333333,9.373611111111112,5.77,B
,54.85333333333333,3.6568888888888886,75.73972222222223,6.27,G
,52.65416666666667,3.5102777777777776,-47.375277777777775,5.99,A
,52.974583333333335,3.5316388888888888,-25.61416666666667,6.38,A
Kap,52.34458333333333,3.489638888888889,-62.9375,4.72,F
18Eps,53.2325,3.548833333333333,-9.458333333333332,3.73,K
,53.53458333333333,3.568972222222222,17.83277777777778,6.17,K
7,53.61083333333333,3.5740555555555553,24.464444444444442,5.92,A
37Psi,54.1225,3.608166666666667,48.19277777777778,4.23,B
19Tau,53.44708333333333,3.5631388888888886,-21.63277777777778,4.27,B
,53.705,3.580333333333333,6.417777777777778,6.49,G
,53.145,3.5429999999999997,-50.37861111111111,5.68,K
,53.655833333333334,3.5770555555555554,-9.868611111111111,6.25,A
,52.715,3.5143333333333335,-66.48972222222223,5.83,B
,53.486666666666665,3.5657777777777775,-31.080277777777777,6.2,F
,54.58208333333334,3.6388055555555554,56.93277777777777,6.3,B
,53.639583333333334,3.575972222222222,-31.87472222222222,6.4,K
,53.215,3.5476666666666667,-61.01694444444444,6.41,K
,54.50083333333333,3.633388888888889,42.58305555555556,6.42,B
,53.99041666666667,3.5993611111111115,-11.193611111111112,5.57,G
,54.19708333333333,3.613138888888889,0.5877777777777778,5.71,G
20,54.0725,3.6048333333333336,-17.466944444444444,5.23,B
10,54.218333333333334,3.6145555555555555,0.40166666666666667,4.28,F
,54.44916666666666,3.6299444444444444,15.430833333333332,6.39,A
,54.750416666666666,3.650027777777778,20.91583333333333,6.5,A
,53.602916666666665,3.5735277777777776,-65.76444444444445,6.75,A
,55.53875,3.7025833333333336,63.21666666666667,5.1,S
,54.27375,3.61825,-40.27472222222222,4.58,K
,62.50625,4.167083333333333,86.6261111111111,5.86,F
,54.62166666666667,3.6414444444444443,-7.3916666666666675,5.85,G
,52.495,3.4996666666666667,-78.35194444444444,5.7,G
,54.857083333333335,3.657138888888889,16.53666666666667,6.16,K
21,54.754583333333336,3.6503055555555552,-5.626111111111111,5.96,K
,55.67791666666667,3.7118611111111113,59.96944444444445,5.76,K
,55.282916666666665,3.685527777777778,37.580000000000005,5.57,B
Tau,54.69875,3.6465833333333335,-27.943055555555556,6.01,A
12,54.962916666666665,3.6641944444444445,3.0569444444444445,5.57,G
,54.90958333333333,3.6606388888888888,-3.3930555555555557,6.23,G
,54.85583333333334,3.6570555555555555,-10.437222222222223,6.19,G
11,55.19291666666667,3.6795277777777775,25.329444444444444,6.11,A
,54.99791666666667,3.6665277777777776,-1.1205555555555555,6.12,K
,55.0475,3.669833333333333,-15.226666666666667,6.33,G
22,55.15958333333333,3.6773055555555554,-5.210555555555556,5.53,B
39Del,55.73125,3.715416666666667,47.7875,3.01,B
40,55.59375,3.7062500000000003,33.965,4.97,B
,56.50375,3.7669166666666665,67.20166666666667,5.8,F
,55.3075,3.6871666666666667,-11.803055555555556,6.49,F
13,55.57875,3.7052500000000004,19.700277777777778,5.69,B
,56.026666666666664,3.7351111111111113,48.52361111111111,6.06,K
,55.343333333333334,3.6895555555555557,-19.584722222222222,6.59,A
,56.50958333333333,3.7673055555555557,63.345,4.8,G
,56.17041666666667,3.7446944444444443,46.099722222222226,6.11,A
38Omi,56.07958333333333,3.738638888888889,32.288333333333334,3.83,B
14,55.946666666666665,3.729777777777778,19.665,6.14,G
,56.130833333333335,3.7420555555555555,36.46,5.59,A
Del,55.562083333333334,3.704138888888889,-31.938333333333333,5.0,B
41Nu,56.29833333333333,3.753222222222222,42.578611111111115,3.77,F
23Del,55.812083333333334,3.7208055555555557,-9.763333333333334,3.54,K
,56.11708333333333,3.741138888888889,20.928611111111113,6.1,A
,57.3075,3.8204999999999996,70.8711111111111,5.44,A
,55.89083333333333,3.7260555555555555,-10.485555555555555,5.6,A
16,56.200833333333335,3.746722222222222,24.289444444444445,5.46,B
,56.497083333333336,3.766472222222222,45.68194444444444,5.66,B
17,56.21875,3.747916666666667,24.113333333333333,3.7,B
,55.70875,3.713916666666667,-37.31361111111111,4.59,K
18,56.290416666666665,3.7526944444444443,24.839166666666664,5.64,B
19,56.302083333333336,3.7534722222222223,24.46722222222222,4.3,B
24,56.12708333333333,3.7418055555555556,-1.1630555555555555,5.25,B
,56.884166666666665,3.7922777777777776,55.9225,6.1,B
Gam,57.58958333333333,3.8393055555555557,71.33222222222221,4.63,A
20,56.45666666666666,3.763777777777778,24.36777777777778,3.87,B
25,56.235416666666666,3.7490277777777776,-0.29666666666666663,5.55,K
21,56.47666666666667,3.765111111111111,24.554722222222225,5.76,B
22,56.51208333333334,3.767472222222222,24.528055555555554,6.43,A
29,56.41833333333334,3.761222222222222,6.05,5.35,B
,54.125,3.6083333333333334,-78.32305555555556,6.29,K
,57.38,3.825333333333333,65.5261111111111,4.47,M
23,56.58166666666666,3.772111111111111,23.948333333333334,4.18,B
,56.02583333333333,3.735055555555556,-40.66027777777778,6.45,K
,57.40291666666667,3.826861111111111,63.29722222222222,5.85,A
,56.53958333333333,3.7693055555555555,6.803055555555555,5.91,G
,57.07625,3.805083333333333,50.736666666666665,6.14,B
,57.33166666666666,3.822111111111111,57.11805555555556,6.46,A
26Pi,56.53541666666667,3.7690277777777776,-12.101666666666667,4.42,M
,56.969166666666666,3.797944444444444,33.6,6.57,B
,56.95375,3.7969166666666667,32.19499999999999,6.25,G
25Eta,56.87125,3.7914166666666667,24.105,2.87,B
,57.924166666666665,3.8616111111111113,68.5075,6.32,B
,56.21083333333333,3.747388888888889,-48.061388888888885,6.49,G
,56.14083333333333,3.742722222222222,-54.27388888888889,6.3,K
,56.31583333333333,3.7543888888888888,-47.359722222222224,5.73,K
,57.284166666666664,3.818944444444444,43.963055555555556,6.02,A
Sig,56.61416666666667,3.774277777777778,-29.338055555555556,5.9,A
,57.08708333333333,3.805805555555555,23.421111111111113,5.45,B
27Tau,56.71208333333333,3.7808055555555553,-23.249722222222225,4.23,F
30,57.06791666666667,3.8045277777777775,11.143333333333333,5.07,B
Bet,56.05,3.736666666666667,-64.80694444444444,3.85,K
,57.51875,3.8345833333333337,44.967777777777776,5.66,G
42,57.38583333333333,3.825722222222222,33.09138888888889,5.11,A
27,57.290416666666665,3.8193611111111108,24.053333333333335,3.63,B
,56.83375,3.7889166666666667,-29.901944444444442,6.55,F
28,57.29666666666667,3.8197777777777775,24.136666666666667,5.09,B
28Tau,56.915,3.7943333333333333,-23.87472222222222,5.24,A
,57.162083333333335,3.8108055555555556,0.22777777777777777,5.91,K
,57.43125,3.82875,23.711666666666666,6.17,B
Rho,56.983333333333334,3.798888888888889,-30.16777777777778,5.54,G
,57.479166666666664,3.8319444444444444,22.244444444444447,6.07,B
,56.95666666666666,3.797111111111111,-36.10583333333334,6.21,B
,57.149166666666666,3.809944444444444,-20.903055555555554,5.81,K
,57.57875,3.8385833333333337,25.579444444444444,5.26,A
,57.1475,3.809833333333333,-37.62222222222222,5.4,A
,57.14958333333333,3.809972222222222,-37.620555555555555,4.73,B
,57.97375,3.864916666666667,34.35916666666667,5.77,B
,58.430416666666666,3.8953611111111113,57.975,5.8,A
,57.9025,3.8601666666666667,22.031666666666666,6.83,K
,57.81583333333333,3.854388888888889,13.045833333333333,6.3,B
,57.36375,3.8242499999999997,-36.20027777777778,4.17,G
,59.12583333333333,3.9417222222222223,71.82166666666666,6.34,A
,58.017916666666665,3.867861111111111,31.168333333333333,6.25,A
,58.41125,3.894083333333333,48.650555555555556,5.76,K
31,58.00083333333333,3.866722222222222,6.534722222222222,5.67,B
,57.656666666666666,3.843777777777778,-36.42527777777777,6.86,B
,58.291666666666664,3.886111111111111,17.326944444444443,5.97,F
30,58.17333333333333,3.8782222222222225,-5.3613888888888885,5.48,B
44Zet,58.532916666666665,3.9021944444444445,31.88361111111111,2.85,B
,59.35625,3.9570833333333337,63.07222222222222,5.03,B
,59.28458333333333,3.9523055555555557,61.10888888888889,5.0,K
,58.30416666666667,3.8869444444444445,-18.434444444444445,6.22,K
,58.9925,3.9328333333333334,47.87138888888889,5.37,B
Gam,56.809583333333336,3.7873055555555553,-74.2388888888889,3.24,M
,58.84583333333333,3.9230555555555555,31.045833333333334,6.1,O
43,59.15208333333333,3.9434722222222223,50.695277777777775,5.28,F
32,58.5725,3.9048333333333334,-2.952777777777778,6.14,A
32,58.572916666666664,3.904861111111111,-2.9547222222222222,4.79,G
33Tau,58.4275,3.8951666666666664,-24.6125,4.65,B
,58.412083333333335,3.894138888888889,-34.73222222222223,5.11,B
,59.11958333333333,3.9413055555555556,35.08111111111111,5.49,B
,58.38875,3.8925833333333335,-46.89361111111111,5.93,K
,58.81791666666667,3.921194444444444,-12.099166666666667,6.0,A
32,59.217083333333335,3.947805555555556,22.478055555555553,5.63,F
,58.596666666666664,3.9064444444444444,-40.35722222222223,5.71,K
45Eps,59.46333333333333,3.9642222222222223,40.01027777777778,2.89,B
33,59.26583333333333,3.9510555555555555,23.175555555555558,6.06,B
,59.36,3.9573333333333336,24.461944444444445,6.16,K
,59.51291666666667,3.9675277777777778,34.81444444444444,6.53,A
,59.257083333333334,3.9504722222222224,6.04,6.09,A
,59.157916666666665,3.9438611111111115,-9.750833333333333,6.19,F
,59.62125,3.9747500000000002,38.84027777777778,6.3,K
,58.641666666666666,3.9094444444444445,-52.690555555555555,6.46,A
46Xi,59.74125,3.9827500000000002,35.79111111111111,4.04,O
,59.916666666666664,3.9944444444444445,38.82055555555556,6.38,A
,62.51166666666666,4.1674444444444445,80.69861111111112,5.1,G
34Gam,59.5075,3.967166666666667,-13.508611111111112,2.95,M
,59.71791666666667,3.9811944444444447,-5.47,5.83,G
,59.919583333333335,3.994638888888889,10.330833333333333,6.37,F
,60.31125,4.02075,36.99,6.41,A
,59.875416666666666,3.9916944444444447,-12.574166666666667,5.6,K
,59.016666666666666,3.934444444444445,-63.46361111111111,6.14,K
,60.15375,4.01025,17.296666666666667,6.32,A
,60.20333333333333,4.0135555555555555,18.19388888888889,5.89,F
35Lam,60.17,4.011333333333333,12.490277777777777,3.47,B
36Tau,59.98125,3.9987500000000002,-24.01638888888889,4.66,B
,61.51291666666667,4.100861111111111,68.68,5.87,K
,61.11333333333334,4.074222222222222,59.15555555555555,5.06,F
,60.442083333333336,4.029472222222222,9.997777777777777,5.67,B
35,60.38333333333333,4.025555555555555,-1.549722222222222,5.28,B
,59.67875,3.9785833333333334,-57.1025,6.05,F
,60.169583333333335,4.0113055555555555,-30.490833333333335,5.93,A
Del,59.68625,3.9790833333333335,-61.400277777777774,4.56,M
,61.6625,4.110833333333333,65.52083333333333,6.17,A
,60.65291666666667,4.043527777777777,-0.2688888888888889,5.38,F
,60.065416666666664,4.004361111111111,-51.56472222222222,6.51,M
38Nu,60.78916666666667,4.052611111111111,5.989166666666667,3.91,A
36,61.09041666666667,4.072694444444444,24.105833333333333,5.47,G
40,60.935833333333335,4.062388888888889,5.435555555555556,5.33,B
,60.98583333333333,4.065722222222222,8.197222222222223,5.46,F
,61.6525,4.110166666666666,54.00861111111111,6.31,K
37,61.17375,4.07825,22.081944444444446,4.36,K
,61.04125,4.069416666666666,2.826944444444444,5.36,F
,60.852916666666665,4.056861111111111,-20.144166666666667,6.46,B
,60.903333333333336,4.060222222222222,-20.15833333333333,7.01,K
,61.962916666666665,4.130861111111111,62.330000000000005,6.99,B
47Lam,61.645833333333336,4.109722222222222,50.35138888888889,4.29,A
39,61.33416666666667,4.0889444444444445,22.00888888888889,5.9,G
,61.03625,4.069083333333333,-16.58888888888889,6.39,K
Gam,60.22416666666667,4.014944444444445,-62.159444444444446,4.51,M
,61.09458333333333,4.072972222222222,-12.7925,5.61,K
Iot,60.325833333333335,4.021722222222222,-61.07888888888889,4.97,K
,61.170833333333334,4.078055555555555,-20.381666666666668,6.13,K
41,61.651666666666664,4.11011111111111,27.6,5.2,B
42Psi,61.75208333333333,4.116805555555555,29.00138888888889,5.23,F
,62.365,4.157666666666667,59.908055555555556,6.28,G
,55.63375,3.7089166666666666,-85.26222222222222,6.41,B
,61.485416666666666,4.099027777777778,-8.85611111111111,6.26,A
48,62.165416666666665,4.144361111111111,47.712500000000006,4.04,B
,61.444583333333334,4.096305555555555,-20.51222222222222,6.34,G
,61.405833333333334,4.093722222222222,-27.651666666666664,5.59,F
,62.343333333333334,4.1562222222222225,54.82888888888889,6.18,F
49,62.06375,4.137583333333334,37.72777777777778,6.09,K
50,62.1525,4.1435,38.03972222222222,5.51,F
,61.925,4.128333333333333,15.162777777777778,6.01,F
,61.9975,4.133166666666666,17.33972222222222,5.89,K
,63.437083333333334,4.2291388888888894,72.12638888888888,6.03,K
,63.215,4.214333333333333,68.50166666666667,6.32,K
43Ome,62.291666666666664,4.152777777777779,19.609166666666667,5.5,K
,62.25666666666667,4.150444444444445,13.398333333333333,5.95,B
,61.85458333333333,4.123638888888888,-42.91694444444444,6.59,K
,62.74583333333333,4.183055555555556,33.586666666666666,5.72,K
44,62.70791666666667,4.180527777777778,26.480833333333333,5.41,F
,62.32416666666666,4.154944444444445,-16.385833333333334,5.37,B
,67.05416666666666,4.470277777777778,83.80777777777777,5.57,B
37,62.59375,4.172916666666667,-6.923888888888889,5.44,G
,62.14125,4.14275,-45.86472222222223,6.59,F
45,62.834583333333335,4.1889722222222225,5.523055555555556,5.72,F
,62.69875,4.179916666666667,-8.819722222222222,5.7,G
,61.84,4.1226666666666665,-64.2225,6.38,G
,63.130833333333335,4.208722222222223,17.2775,6.09,K
,63.7575,4.2505,57.46027777777778,6.08,A
,63.21333333333333,4.214222222222222,22.41361111111111,6.12,B
38Omi,62.96625,4.19775,-6.8374999999999995,4.04,F
,62.69083333333333,4.179388888888889,-35.27388888888889,6.44,K
,62.90083333333333,4.193388888888889,-20.35611111111111,5.79,A
,63.498333333333335,4.233222222222222,37.966944444444444,6.45,G
Del,62.71083333333333,4.180722222222222,-41.993611111111115,4.93,A
51Mu,63.724583333333335,4.248305555555556,48.409444444444446,4.14,G
,67.50041666666667,4.5000277777777775,83.34055555555555,5.46,G
,64.22333333333333,4.281555555555555,61.85027777777778,5.7,B
52,63.72208333333333,4.248138888888889,40.48361111111111,4.71,G
,63.395,4.226333333333334,10.212222222222222,6.23,B
,63.38041666666667,4.225361111111111,8.890555555555554,6.51,A
46,63.38791666666667,4.2258611111111115,7.716111111111111,5.29,F
,63.45791666666667,4.230527777777778,12.753333333333334,6.25,K
47,63.485,4.232333333333333,9.26361111111111,4.84,G
,63.409166666666664,4.227277777777778,-1.149722222222222,6.44,B
,64.28416666666666,4.285611111111111,57.86055555555556,5.71,K
,64.17958333333333,4.278638888888889,53.61194444444445,5.19,A
,63.65125,4.243416666666667,10.011111111111111,5.22,B
,63.13166666666667,4.208777777777778,-44.36833333333333,6.71,K
,66.76166666666667,4.450777777777778,80.82416666666666,5.43,G
39,63.59875,4.239916666666667,-10.256388888888889,4.87,K
48,63.94291666666667,4.262861111111111,15.400555555555556,6.32,F
49Mu,63.88375,4.258916666666667,8.892222222222221,4.29,B
,63.8575,4.2571666666666665,6.199722222222222,6.93,G
,63.87166666666667,4.258111111111111,6.1866666666666665,6.31,G
,63.39875,4.226583333333333,-40.35777777777778,6.37,K
,64.56083333333333,4.304055555555555,50.29555555555555,4.61,A
40Omi,63.81791666666667,4.254527777777778,-7.652777777777779,4.43,K
Alp,63.500416666666666,4.233361111111111,-42.294444444444444,3.86,K
,65.16791666666667,4.3445277777777775,65.14055555555557,5.27,G
,64.53416666666666,4.302277777777777,42.14111111111111,6.22,B
50Ome,64.315,4.2876666666666665,20.578611111111112,4.94,A
,64.80541666666667,4.320361111111111,50.04888888888889,5.45,A
51,64.59666666666666,4.306444444444444,21.579166666666666,5.65,F
,64.33,4.288666666666667,-6.4719444444444445,5.94,G
,65.04791666666667,4.3365277777777775,50.920833333333334,5.55,B
,64.60208333333334,4.306805555555555,9.486666666666666,6.54,A
,65.44833333333334,4.3632222222222214,60.73555555555556,5.39,M
Alp,63.60625,4.2404166666666665,-62.473888888888894,3.35,G
,65.06,4.337333333333333,41.808055555555555,5.92,K
Gam,64.00666666666666,4.267111111111111,-51.486666666666665,4.25,F
53,64.85875,4.323916666666666,21.142222222222223,5.35,B
,63.70291666666667,4.246861111111111,-62.19194444444444,5.45,K
56,64.90291666666667,4.326861111111111,21.77361111111111,5.38,A
