Name,RA_2000,Dec_2000,Vmag,Spct
,133648.4,-262942,5.78,A
,133723.7,-462542,5.90,B
,133807.6,-582454,6.42,K
,133659.1,+243648,5.74,M
,133849.1,-573723,6.01,G
,134000.6,-704718,6.59,K
,133639.8,+492912,6.49,K
25,133727.6,+361742,4.82,A
,133842.0,-293339,5.83,F
,133807.9,+141806,6.52,A
,134010.9,-643437,5.79,F
,133442.8,+763248,6.57,K
Eps,133953.2,-532759,2.30,B
,133743.0,+504253,6.48,M
,133959.7,-495701,6.00,M
,133940.8,-394453,6.27,M
,133948.6,-400307,5.60,K
,133902.3,+181555,6.48,K
,133934.6,+104446,5.57,F
,133711.0,+711432,5.50,K
,134201.1,-584714,5.38,B
,134144.7,-543336,5.01,B
82,133930.4,+525517,5.46,A
,134015.6,+310043,6.21,G
1,134040.5,+195720,5.75,A
,134039.1,+280355,6.23,K
,134130.9,-232659,6.59,A
,134145.7,-333549,6.05,K
,134023.2,+503110,6.32,F
2,134102.3,+222945,5.62,G
82,134136.8,-084211,5.01,M
,134256.1,-564605,6.00,B
,134254.6,-504726,6.41,M
,134021.3,+571227,6.29,A
83,134044.3,+544054,4.66,M
,134255.0,-412404,5.98,K
,134212.7,+082318,6.16,F
,134340.0,-420403,5.98,B
,134415.9,-510047,6.47,A
84,134303.7,+033217,5.36,K
,134228.8,+414027,6.30,G
,134243.4,+345920,5.98,G
,134129.9,+644921,5.85,A
,134354.3,-052956,6.51,A
,134345.2,+224201,6.13,K
83,134429.8,-161045,5.60,G
,134445.7,-253003,6.21,K
,134536.9,-260658,5.81,A
1,134541.2,-330238,4.23,F
,134354.7,+520352,6.02,A
85,134535.1,-154603,6.19,A
,134710.7,-623524,6.51,K
,134639.3,-512558,4.65,G
86,134556.3,-122536,5.51,G
,134656.4,-361507,5.15,A
,134727.6,-501458,5.91,A
,134738.4,-501916,5.45,K
,134513.2,+555246,6.50,F
,134713.5,-094233,6.05,K
,134613.5,+410519,5.87,A
,134619.0,+383014,5.94,G
87,134725.4,-175136,5.43,M
3,134643.3,+254208,5.95,G
,134657.1,+062102,6.33,G
,134239.3,+780352,5.91,G
4Tau,134715.7,+172724,4.50,F
,134659.8,+383234,5.50,K
84,134635.7,+542558,5.70,B
,135538.7,-823958,5.95,K
,134855.1,-354214,6.53,G
Nu,134930.3,-414116,3.41,B
85Eta,134732.4,+491848,1.86,B
2,134926.7,-342703,4.19,M
Mu,134937.0,-422826,3.04,B
,135147.4,-692405,5.75,K
,134838.7,+311125,5.62,K
89,134952.3,-180803,4.97,K
,135006.5,-290453,6.18,A
,135019.4,-395404,6.44,K
,134857.2,+393234,7.4,M
5Ups,134928.6,+154752,4.07,K
6,134942.8,+211551,4.91,K
,135034.5,-195350,6.53,G
,134223.1,+824509,5.98,G
,134945.0,+363758,6.38,A
,135024.7,+052950,6.01,K
,135147.2,-465357,5.77,B
,135204.8,-524842,5.25,B
,135136.6,-362600,6.35,F
,135120.4,-242327,6.45,G
3,135149.6,-325940,4.56,B
3,135150.1,-325941,6.06,B
,135200.9,-313710,6.12,F
,134945.5,+612921,5.96,G
,135104.5,+344621,6.65,A
,135109.2,+343952,5.87,M
,135027.7,+583222,6.46,A
,135343.1,-532225,5.89,B
,135448.9,-673909,5.71,K
,135147.5,+342639,4.74,K
,135218.4,+120955,6.04,A
4,135312.5,-315540,4.73,B
,135332.8,-353951,5.54,F
,135356.9,-470741,6.10,B
,135352.2,-351852,6.19,K
7,135312.9,+175558,5.70,G
10,135125.9,+644324,4.65,M
,135059.2,+681855,6.40,K
,135416.6,-283411,6.04,K
,135310.3,+283853,5.90,A
,135512.2,-520940,5.71,B
Zet,135532.4,-471718,2.55,B
90,135442.1,-013011,5.15,K
,135458.2,-080332,6.19,F
,135619.8,-540755,6.14,A
8Eta,135441.1,+182352,2.68,G
,135633.0,-544216,6.00,G
,135544.5,-311706,6.51,G
86,135351.0,+534343,5.70,A
,135619.5,-463533,5.83,K
,140032.8,-783524,6.09,B
,135738.9,-634112,4.71,K
,135831.2,-654802,6.20,K
,135550.0,+140323,6.16,F
92,135627.9,+010302,5.91,A
,135610.5,+320157,6.32,F
,135727.7,-230122,6.14,K
9,135634.2,+272931,5.01,K
Phi,135816.3,-420603,3.83,B
Ups,135840.8,-444813,3.87,B
47,135831.1,-245820,5.15,B
,135917.3,-502212,5.91,G
,140017.3,-612853,6.49,F
,140052.2,-661607,5.97,F
,135839.9,+143858,6.00,K
10,135838.9,+214146,5.76,A
,135732.1,+612934,6.37,K
48,140000.1,-250037,5.77,F
,135949.3,-033259,6.40,F
,140119.0,-401320,6.13,K
Ups,140143.4,-453613,4.34,F
The,140519.8,-764748,5.5,M
,140120.4,+085341,5.99,A
11,140110.5,+272312,6.23,A
93Tau,140138.8,+013240,4.26,A
,140222.8,-272548,5.48,K
,140326.2,-561249,5.92,K
Bet,140349.4,-602223,0.61,B
,140301.7,-314102,6.18,F
,140327.5,-412524,6.11,A
,140231.8,+094111,6.20,F
,140212.2,+454513,6.27,K
,140353.1,-222518,6.30,F
,140332.3,+104712,6.30,G
,140336.8,+073247,6.26,G
,140355.8,+045403,6.24,F
,140414.6,-052253,6.39,K
,140427.0,-145818,6.28,G
,140546.5,-544010,6.17,A
,140827.1,-745101,6.02,G
,140259.7,+505819,6.15,A
,140625.1,-594256,6.42,B
,140150.6,+684043,6.34,K
,140437.5,+021751,6.28,K
,140514.0,-162009,6.56,A
Chi,140602.8,-411047,4.36,B
,140610.9,-430531,6.20,G
49Pi,140622.3,-264057,3.27,K
5The,140641.0,-362212,2.06,K
,140814.3,-631229,6.40,G
95,140642.8,-091848,5.46,F
11Alp,140423.3,+642233,3.65,A
,140856.3,-591636,6.34,B
,141030.9,-701820,6.05,K
,140851.9,-432816,6.17,B
,141101.9,-694311,6.06,A
,140935.0,-513017,6.00,B
,140954.8,-532621,4.75,G
96,140900.6,-102004,6.47,G
,140755.8,+435116,5.27,M
13,140817.3,+492729,5.25,M
,141050.5,-161807,4.91,M
,140846.0,+592016,6.46,K
Eta,141813.8,-810028,4.91,A
12,141023.9,+250530,4.83,F
3,140656.4,+743537,6.45,A
,141654.9,-773950,6.47,K
,141131.2,+012144,6.43,F
,141316.4,-533957,5.56,K
,141224.5,-242151,6.34,K
,141115.1,+321744,6.11,K
,141339.9,-543733,6.11,B
50,141246.0,-271540,5.08,K
,141215.8,+022434,5.01,A
,141313.2,-263644,6.24,K
98Kap,141253.8,-101625,4.19,K
,141457.0,-570509,5.07,B
,141340.8,-005044,5.91,F
,141442.6,-415015,5.61,G
,141521.2,-533035,6.39,K
,141638.6,-663516,5.75,B
4,140850.9,+773251,4.82,K
,141421.3,-055651,6.36,F
14,141405.2,+125734,5.54,F
,141501.3,-291655,6.08,A
,141538.8,-450003,6.31,F
,141634.2,-595450,6.39,M
,142423.3,-825055,6.42,B
17Kap,141327.7,+514716,6.69,F
17Kap,141329.0,+514725,4.54,A
15,141450.8,+100602,5.29,K
,141453.0,+032010,6.45,M
,141524.1,-181203,5.43,A
,141441.0,+215224,6.39,A
,141204.0,+692557,5.24,M
,141423.5,+413108,6.24,K
Eps,142222.7,-800632,5.06,B
,141618.3,-331429,6.55,F
99Iot,141600.9,-060002,4.08,F
Del,142654.9,-834004,4.32,K
16Alp,141539.7,+191057,-0.04,K
,141621.5,-063719,6.44,A
,141630.1,-031147,6.15,A
,141604.2,+185443,5.98,A
,141703.8,-183507,6.22,G
,141516.9,+523209,6.58,A
,141632.8,+200717,6.25,F
,141624.2,+394441,6.38,F
,141823.8,-331314,6.54,F
,141951.5,-611623,5.23,A
21Iot,141609.9,+512202,4.75,A
19Lam,141623.0,+460518,4.18,A
,141728.4,+151548,5.80,M
,141800.6,-073233,6.47,G
Iot,141924.2,-460328,3.55,B
,141838.3,-184258,5.90,A
,141900.8,-254856,5.87,F
,141923.9,-370013,5.94,A
,142019.5,-562312,4.33,B
100Lam,141906.6,-132216,4.52,A
,141721.1,+511826,6.20,A
,141759.8,+353034,4.81,K
,142009.7,-430332,5.56,G
,141749.2,+480006,6.32,F
,142042.5,-451114,4.77,F
18,141916.3,+130015,5.41,F
102Ups,141932.5,-021556,5.14,G
Psi,142033.4,-375307,4.05,A
,141940.9,+002303,6.19,A
,141855.7,+384603,6.86,G
20,141945.2,+161825,4.86,K
,142237.0,-582734,4.92,G
,141855.8,+545151,6.53,A
,141947.7,+384738,6.33,A
,142008.7,+302545,6.44,A
,142238.7,-481913,6.09,B
,142219.7,-344713,5.56,B
,142320.3,-504620,6.02,K
,142302.2,-393044,4.42,B
,142506.3,-681143,5.61,A
,142348.4,-531036,6.00,K
51,142305.8,-274514,4.77,K
,142539.5,-661024,6.36,A
2,142325.6,-114251,6.21,G
,142315.3,+011430,6.27,G
,142322.6,+082642,6.86,F
,142322.7,+082648,5.12,A
,142306.8,+252017,6.22,F
,142400.9,+081437,5.95,A
,142936.8,-764345,6.07,K
,142448.6,-244823,5.32,G
,142707.1,-654918,5.85,K
,142411.3,+054912,5.10,A
,142440.9,-114011,6.49,F
,142418.3,+080506,6.19,K
Tau,142608.2,-451317,4.56,B
Tau,142610.8,-452246,4.35,F
,142529.8,-195811,6.61,A
,142613.4,-421909,6.32,K
,142547.7,-265109,6.48,G
,142649.9,-395226,6.35,B
,142712.2,-460804,5.83,A
,142529.2,+382335,6.27,K
,142843.5,-591152,6.45,A
23The,142511.8,+515103,4.05,F
22,142627.4,+191337,5.39,F
104,142724.4,-060713,6.17,A
52,142810.4,-292930,4.97,B
,143116.5,-674302,5.83,K
105Phi,142812.1,-021341,4.81,G
106,142841.7,-065402,5.42,K
,142727.3,+410130,6.63,F
,143008.6,-451918,5.50,B
,143020.9,-493109,5.37,A
,142831.5,+281721,7.62,A
,142833.3,+281727,7.12,A
,142816.4,+361149,6.10,K
,143056.5,-405042,6.39,K
,142950.5,+004944,5.94,A
,143110.8,-385211,5.97,K
24,142837.8,+495041,5.59,G
,143232.9,-565316,6.93,F
,142949.7,+314728,6.06,A
,142936.8,+414745,6.35,G
,143045.4,+044620,6.02,K
Sig,143236.9,-502725,4.42,B
,143332.4,-545954,5.87,F
,143329.9,-524048,5.87,K
,143309.6,-304251,6.09,K
25Rho,143149.8,+302217,3.58,K
5,142731.5,+754146,4.25,K
,143408.0,-420559,6.60,A
,143517.2,-600057,6.40,K
,143220.2,+264038,6.01,A
26,143232.5,+221536,5.92,F
27Gam,143204.7,+381830,3.03,A
,143046.1,+631108,6.09,F
,143142.8,+601332,6.27,F
,143450.7,-202621,6.50,A
,143531.5,-413102,5.87,B
Eta,143530.4,-420928,2.31,B
,143320.3,+365734,6.43,F
,143230.9,+552352,5.76,K
,143746.3,-675556,6.04,F
,143619.0,-461443,5.55,K
,143411.7,+323204,6.33,F
,143624.2,-393550,6.13,K
28Sig,143440.8,+294442,4.46,F
,143438.5,+363733,6.03,K
,143644.2,-401242,5.74,B
,143720.1,-460802,5.41,G
,143415.9,+570355,6.48,F
,143439.6,+492206,5.74,M
Rho,143753.2,-492533,4.05,B
,143606.9,+231501,6.38,K
,143659.8,-121819,6.20,F
,143819.6,-384739,6.02,K
,143911.0,-463503,6.07,F
,143924.7,-490320,6.39,F
Alp,143935.9,-605007,-0.01,G
Alp,143936.1,-605008,1.33,K
,144032.8,-562627,6.30,K
,143814.0,+181754,5.91,K
Alp,144230.4,-645831,3.19,A
,143812.5,+433831,5.70,K
,144155.7,-583658,6.22,F
,144101.4,-360806,5.67,A
,143815.2,+540124,5.85,A
33,143850.2,+442416,5.39,A
Alp,144155.8,-472318,2.30,B
Alp,144751.6,-790241,3.83,K
,144157.6,-374737,4.00,B
,144021.9,+215832,6.10,G
,144042.4,+133203,5.91,F
,144151.1,-305600,6.37,A
29Pi,144043.6,+162506,4.94,B
29Pi,144043.9,+162504,5.88,A
30Zet,144108.9,+134342,4.83,A
30Zet,144108.9,+134342,4.43,A
,143338.3,+793937,6.26,K
31,144138.8,+080942,4.86,G
32,144143.5,+113938,5.56,G
,144517.3,-625233,5.36,A
,144154.2,+210725,6.38,G
4,144313.6,-245951,5.73,B
,144339.4,-351025,4.05,K
,144455.5,-582840,6.11,K
107Mu,144303.6,-053930,3.88,F
,144510.9,-553607,6.10,B
,144459.2,-351131,4.92,A
34,144325.4,+263140,4.81,M
,152819.1,-880759,6.48,A
,144203.2,+611543,6.25,F
,144344.4,+402733,5.73,K
,144629.1,-472628,5.74,A
,144701.3,-522301,5.21,G
,144511.7,-012504,6.07,M
54,144600.1,-252635,4.94,F
,144712.3,-521220,6.07,A
,144606.8,-230911,5.81,G
,144844.4,-663538,5.91,B
108,144530.2,+004302,5.69,B
35Omi,144514.5,+165752,4.60,G
5,144557.8,-152735,6.33,K
,144610.9,-211034,6.40,F
36Eps,144459.2,+270430,5.12,A
36Eps,144459.2,+270427,2.70,K
,144520.7,+185305,6.13,K
,144705.1,-381727,5.94,K
,144732.1,-433327,6.30,G
,144513.7,+324718,6.28,M
109,144614.9,+015334,3.72,A
,144606.0,+150755,5.63,M
,144713.7,-211929,6.06,K
55,144722.5,-253728,5.63,A
,144906.9,-564004,6.23,K
56,144744.8,-260515,5.24,G
57,144757.5,-263847,5.77,B
,144754.9,-125023,6.35,K
,144838.1,-363805,6.04,M
,145313.7,-731124,5.60,G
,144918.7,-241506,5.68,K
,144854.1,-005052,6.14,B
7Mu,144919.1,-140856,5.31,A
,144823.3,+242200,6.14,F
Pi,150150.8,-831340,5.65,G
58,145017.3,-275737,4.41,K
,145235.0,-634836,5.87,G
Omi,145138.4,-433432,4.32,B
,144906.7,+374840,6.16,F
8Alp,145041.2,-155950,5.15,F
9Alp,145052.7,-160230,2.75,A
,144958.4,+283657,5.80,A
38,144918.7,+460658,5.74,F
,145015.8,+235443,5.85,G
11,145101.0,-021757,4.94,G
,145100.1,-001526,6.18,K
,144932.3,+512229,6.51,F
39,144941.3,+484314,5.69,F
Zet,145442.4,-655929,6.09,B
,145752.9,-763946,5.34,K
,145029.6,+371619,5.48,K
,145233.1,-303437,6.29,G
,145251.1,-374812,5.03,B
37Xi,145123.3,+190604,4.55,G
Pi,150446.7,-830218,5.65,G
,145534.6,-600651,5.20,K
,150011.8,-770937,5.93,G
12,145420.1,-243832,5.30,K
,145438.0,-331802,5.82,K
,145323.3,+154216,6.40,F
The,145644.0,-624651,5.11,B
,145126.4,+591738,5.46,K
,145323.7,+190910,6.01,K
13Xi,145422.9,-115354,5.80,G
,145956.0,-750157,6.20,B
,145617.3,-524835,5.38,A
Ome,151108.3,-844715,5.91,B
,145544.7,-335121,5.32,A
,145632.0,-475245,5.64,B
,145701.4,-512649,6.64,M
,145635.8,-392458,6.36,A
,145630.9,-323812,6.06,K
7Bet,145042.3,+740920,2.08,K
15Xi,145646.1,-112435,5.46,K
,145713.6,-290928,6.29,B
,145808.8,-485147,6.35,G
,145613.2,+142647,5.77,A
,145728.0,-212456,5.74,K
,145558.7,+321801,6.12,A
16,145711.0,-042047,4.49,F
Bet,145831.9,-430802,2.68,B
,145836.8,-395424,6.15,K
,145733.3,-001003,5.53,K
,145703.6,+213319,6.49,A
,145711.7,+162318,5.71,G
Kap,145909.7,-420615,3.13,B
59,145839.2,-273926,5.65,A
17,145813.4,-110918,6.60,A
,145913.9,-375253,6.47,B
,145927.1,-430936,6.10,F
,145623.0,+493743,5.63,F
18,145853.6,-110839,5.87,K
,145852.8,-045921,6.09,F
,145923.1,+043404,5.93,M
,150113.0,-380330,5.89,K
19Del,150058.4,-083108,4.92,B
,150158.1,-342132,6.22,A
40,145936.9,+391555,5.64,F
,145735.0,+655557,4.60,M
,150119.8,-024518,5.52,M
60,150206.4,-280338,5.85,A
,150052.4,+220244,6.38,K
Eta,150448.2,-640154,5.17,G
,150148.9,-000826,5.71,M
,150259.3,-323836,5.44,B
,145020.4,+823043,5.64,F
,150038.7,+471640,6.37,B
,150708.7,-715419,6.52,K
,150244.9,-030153,6.61,A
41Ome,150206.5,+250029,4.81,K
110,150254.0,+020529,4.40,K
42Bet,150156.8,+402326,3.50,G
20Sig,150404.2,-251655,3.29,M
,150442.9,-405141,6.41,M
Pi,150507.2,-470304,4.72,B
Pi,150507.2,-470304,4.82,B
,150519.1,-410402,5.15,G
,150127.1,+601216,5.93,A
,150306.1,+351221,5.51,G
,150406.4,+052933,6.50,F
,150756.8,-651632,6.17,K
,150306.6,+443840,6.65,F
,150336.5,+343358,6.59,G
,150547.7,-254723,6.67,B
,150613.9,-361551,6.27,K
43Psi,150426.7,+265651,4.54,K
,150725.9,-490518,5.77,G
44,150347.4,+473916,4.76,F
,150633.3,-305508,5.96,A
,150627.1,-220155,6.17,K
,150929.9,-670503,5.76,F
21Nu,150637.6,-161525,5.20,K
,150925.5,-633834,6.28,A
,150812.1,-403502,5.79,B
,150839.1,-425204,5.85,B
Lam,150850.6,-451647,4.05,B
47,150525.8,+480904,5.57,A
,151233.8,-724613,6.01,B
,150357.8,+655511,6.13,A
,150635.1,+362720,6.35,F
,150740.3,+052953,6.16,K
,151044.6,-612521,6.30,G
,150720.4,+182630,6.02,A
45,150718.1,+245209,4.93,F
,150616.7,+543323,5.25,G
,151007.5,-384733,5.98,G
,151116.0,-552046,5.54,G
46,150823.8,+261804,5.67,K
,150853.4,+131406,6.10,G
,150835.5,+250631,5.81,K
,151018.6,-261958,5.76,K
,151134.9,-451639,6.44,K
,151131.9,-451646,7.39,K
,151419.1,-700446,5.81,C
,151301.0,-614438,6.32,K
Kap,151156.1,-484416,3.87,B
Kap,151157.6,-484437,5.69,A
,150819.5,+500318,6.39,K
Zet,151217.1,-520557,3.41,G
,151231.3,-481307,6.33,K
,151249.5,-443002,4.82,B
24Iot,151213.3,-194730,4.54,A
,151307.4,-360529,6.10,B
,151204.3,+185833,5.89,M
,151317.5,-240030,6.47,B
25Iot,151319.2,-193851,6.08,A
23,151328.7,-251833,6.45,G
,151353.3,-261137,5.84,G
,151243.5,+191709,6.68,G
1,151437.3,-313109,4.91,F
,151636.4,-605414,5.73,B
26,151433.7,-174607,6.17,B
,151553.8,-480427,5.95,A
Del,151656.7,-605727,5.09,O
,151331.9,+225900,6.30,A
Eps,151738.9,-633638,4.86,K
,151604.0,-412928,5.16,G
,151610.5,-432905,6.04,B
,151450.7,-053010,6.28,K
Bet,151730.8,-584804,4.07,A
Gam,151854.6,-684046,2.89,A
,151044.1,+674653,6.17,A
,151335.6,+381553,6.20,K
,151406.1,+314717,5.99,K
3,151511.4,+045622,5.33,K
48Chi,151429.2,+290951,5.26,A
,151410.3,+421017,6.13,M
,151623.0,-222358,5.50,K
4,151549.1,+002220,5.63,A
,151848.9,-602947,5.46,O
49Del,151530.2,+331853,3.47,G
,151809.4,-410339,6.28,A
Mu,151832.0,-475230,4.27,B
,152040.7,-672853,6.28,B
27Bet,151700.4,-092259,2.61,B
2,151749.9,-300856,4.34,G
,151856.4,-404718,5.59,B
,151841.3,-311234,6.18,G
,151931.6,-370548,6.20,G
,151826.2,-002741,5.89,K
,151438.3,+672048,5.13,F
,151824.5,+203422,5.70,G
,151451.9,+685643,6.51,A
5,151918.8,+014555,5.06,F
Del,152122.3,-403851,3.22,B
,152135.3,-404459,6.20,A
,152130.1,-381309,6.48,A
Nu,152208.3,-475540,5.00,F
Nu,152148.2,-481904,5.65,G
,152310.4,-603925,5.67,F
28,152053.7,-180931,6.17,G
,151930.2,+323055,6.32,A
29Omi,152101.4,-153254,6.30,F
Gam,152322.7,-591915,4.51,B
Phi,152148.4,-361541,3.56,K
,152047.1,-022448,6.35,K
,152107.6,-054929,5.54,K
Eps,152240.9,-444122,3.37,B
1Omi,152008.5,+293658,5.51,K
6,152102.0,+004255,5.35,K
,152106.9,+245728,6.39,K
Phi,152309.4,-365131,4.54,B
,152614.7,-681833,5.89,G
11,151705.9,+714926,5.02,K
,152005.2,+515731,5.66,A
,152041.6,+442603,6.19,F
7,152223.2,+123403,6.28,A
50,152148.6,+325602,5.37,B
Ups,152444.9,-394237,5.37,A
,152352.2,-122210,5.72,G
8,152343.7,-010121,6.12,F
,152506.6,-381010,7.03,A
31Eps,152411.9,-101920,4.94,F
,152520.2,-384401,4.60,A
,152733.1,-643153,5.71,K
,152237.4,+393453,5.50,K
2Eta,152312.3,+301716,5.58,G
2Eta,152312.3,+301716,6.08,G
Rho,154316.8,-842755,5.57,A
Kap,153130.8,-732322,5.49,B
,152237.3,+620250,5.98,A
,152405.1,+451616,6.01,K
51Mu,152429.4,+372238,4.31,F
51Mu,152430.9,+372052,6.50,G
13Gam,152043.7,+715002,3.05,A
,152718.2,-364604,5.45,B
,152238.4,+632029,5.79,K
,152827.2,-513551,6.10,G
9Tau,152547.4,+152541,5.17,M
,152553.3,+192851,6.27,G
,152617.4,+342009,5.46,K
,152924.3,-464358,5.24,K
32Zet,152815.4,-164259,5.64,K
12Iot,152455.8,+585758,3.29,K
,152738.9,+250606,6.02,M
10,152838.2,+015032,5.17,A
3Bet,152749.7,+290621,3.68,F
,152632.5,+540112,6.45,A
,153036.3,-204342,6.22,A
34Zet,153040.4,-163634,5.82,G
,153204.4,-383723,6.25,A
,152844.5,+471205,6.15,A
,153150.3,-325252,6.46,B
,152740.8,+621632,6.50,A
,152751.4,+604013,5.90,K
,153143.4,-200953,6.22,A
,153918.3,-775505,6.18,K
,153055.4,+083445,6.57,F
,152856.8,+551142,6.43,A
,153022.7,+311710,6.46,A
,153027.9,+364815,6.37,K
,153236.7,-194014,5.52,A
52Nu,153055.8,+404959,5.02,K
35Zet,153255.2,-165110,5.50,B
,153309.1,-242922,7.00,A
,153617.4,-653648,6.51,F
,153401.6,-400358,5.82,M
,152921.2,+620559,6.38,K
,153122.4,+363659,6.38,F
12Tau,153209.7,+160322,6.22,B
Eps,153643.2,-661901,4.11,K
11,153257.9,-011111,5.51,K
,153420.9,-392058,6.36,B
53Nu,153147.0,+405358,5.02,A
36,153437.3,-280249,5.15,K
Gam,153508.5,-411001,2.78,B
37,153410.7,-100352,4.62,K
4The,153255.8,+312133,4.14,B
,153420.8,-054142,6.51,F
,153426.6,-091100,5.17,B
,153553.2,-445731,4.54,B
Kap,154021.2,-732648,5.65,B
,153352.8,+170816,6.45,F
,153612.1,-442349,5.43,K
,153055.7,+641231,5.79,K
,154154.6,-760455,5.95,B
38Gam,153531.6,-144722,3.91,G
13Del,153448.1,+103215,3.80,F
13Del,153448.1,+103221,3.80,F
,153611.4,-330534,6.24,B
,153504.6,+014008,6.56,F
,154011.5,-701340,6.44,A
5Alp,153441.3,+264253,2.23,A
39Ups,153701.5,-280806,3.58,K
15Tau,153533.2,+173920,6.12,G
,153553.4,+111556,6.07,K
Ome,153803.2,-423403,4.33,K
,153849.5,-522222,5.44,A
14,153633.7,-003342,6.51,G
6Mu,153515.0,+390036,5.11,M
,153728.5,-261648,6.19,B
16,153629.6,+100036,5.26,K
,153956.5,-595430,5.95,F
18Tau,153629.3,+160708,5.93,F
,153832.7,-390939,6.57,B
,153748.1,-230830,5.78,K
,153842.3,-390741,6.04,A
,153549.3,+382226,6.42,K
,153815.7,-281224,6.32,K
,153816.3,-210058,5.84,G
,153516.3,+535519,5.97,K
40Tau,153839.4,-294640,3.66,B
,153653.4,+295928,6.52,F
41,153854.5,-191807,5.38,G
,153840.0,-084740,6.50,F
,153840.1,-084728,6.48,F
,153604.1,+520411,6.74,F
,153557.1,+543750,5.74,A
,153921.3,-230901,6.34,A
3Psi,153946.0,-342443,4.67,G
,154058.3,-474408,6.23,K
,154015.4,-311249,6.34,K
54Phi,153749.6,+402112,5.24,G
42,154016.9,-234905,4.96,K
,154111.3,-443940,4.64,F
15The,153124.9,+772058,4.96,K
,153848.9,+344030,6.11,K
,153732.0,+543032,5.87,K
,152911.0,+802655,6.58,G
,153816.2,+464752,5.75,F
,154010.4,+120311,6.25,G
,154237.2,-492922,6.04,K
7Zet,153922.2,+363812,6.00,B
7Zet,153922.7,+363809,5.07,B
,153834.3,+502524,5.84,G
,154355.1,-601714,6.48,G
,154238.3,-372530,5.24,G
43Kap,154156.8,-194044,4.74,M
4Psi,154241.0,-344238,4.75,B
19Tau,154059.2,+160129,6.01,G
,153909.5,+575528,6.45,K
21Iot,154133.1,+194013,4.52,A
20Chi,154147.4,+125051,5.33,A
,153739.1,+691700,5.62,K
22Tau,154154.7,+182750,5.81,A
,154422.6,-414910,5.94,A
,154324.9,-150236,6.31,K
44Eta,154404.4,-154022,5.41,F
8Gam,154244.6,+261744,3.84,B
,154310.6,+134004,6.48,G
,154753.6,-652633,6.18,A
,154753.7,-652633,6.39,F
23Psi,154401.8,+023054,5.88,G
24Alp,154416.1,+062532,2.65,K
9Pi,154359.3,+323057,5.56,G
,154612.8,-280342,6.51,F
,154250.7,+522139,5.51,B
26Tau,154442.1,+171551,6.14,A
,154523.5,+052649,5.58,A
,154644.2,-344057,5.61,B
,154539.7,+005329,6.33,K
,154725.4,-401139,6.42,G
25,154605.6,-014816,5.40,B
,154729.0,-375459,6.01,G
,154850.3,-522617,6.07,K
,154645.4,-060713,6.24,K
28Bet,154611.3,+152519,3.67,A
27Lam,154626.6,+072111,4.43,G
,155006.9,-531234,5.77,B
31Ups,154717.3,+140655,5.71,A
,154957.5,-485443,5.84,A
,155016.3,-452406,6.12,A
,155106.8,-550321,5.73,B
,154813.3,+134719,6.00,K
,154856.8,-034907,5.53,A
,155256.7,-650909,6.54,A
,154802.0,+314409,6.44,K
,154634.8,+552829,5.92,K
35Kap,154844.4,+180830,4.09,M
,154834.4,+280924,5.85,G
32Mu,154937.2,-032549,3.53,A
,155131.5,-470338,6.01,K
5Chi,155057.5,-333738,3.95,B
,155322.8,-623625,6.19,K
1,155058.7,-254505,4.64,B
,154640.0,+623558,5.19,A
,154738.0,+552236,5.86,A
34Ome,155017.5,+021147,5.23,G
10Del,154935.7,+260406,4.63,G
,155251.5,-503655,6.60,K
Kap,155529.6,-683611,5.09,G
37Eps,155049.0,+042840,3.71,A
,155212.8,-295312,6.40,K
,155041.7,+150801,5.2,M
36,155115.6,-030526,5.11,A
,155138.4,-140801,6.19,G
Bet,155508.5,-632550,2.85,F
,155452.6,-604436,6.15,B
38Rho,155115.9,+205840,4.76,K
,155532.3,-601040,5.77,G
11Kap,155113.9,+353927,4.82,K
45Lam,155320.1,-201002,5.03,B
16Zet,154403.5,+774740,4.32,A
2,155336.7,-251938,4.59,B
,155606.0,-602858,5.76,A
,155353.8,-243159,5.39,B
,155355.8,-235841,5.42,B
46The,155349.5,-164346,4.15,G
,155256.2,+172413,6.36,K
,155430.0,-272019,6.14,B
39,155312.1,+131148,6.10,G
3,155439.5,-251437,5.87,B
,155334.9,+160430,6.09,F
1Chi,155240.5,+422706,4.62,F
47,155500.3,-192259,5.94,B
,155530.4,-310501,6.21,K
4,155530.1,-261557,5.62,A
,155606.5,-395151,6.03,B
40,155440.3,+083449,6.29,A
,155858.1,-650216,5.75,B
,155703.8,-480944,6.31,F
,155216.6,+554936,5.81,G
,155613.9,-314709,6.29,F
,155434.6,+201839,5.44,M
Xi,155653.5,-335759,5.12,A
Xi,155654.2,-335751,5.62,B
,155614.4,-142358,6.37,F
5Rho,155653.1,-291251,3.88,B
,155721.3,-361106,5.80,K
,155633.4,-144945,6.13,A
,155539.8,+183714,6.26,B
2,155437.9,+430819,5.37,M
41Gam,155627.2,+153942,3.85,F
,155740.4,-205859,5.85,B
,155830.7,-373011,6.31,K
12Lam,155547.6,+375649,5.45,F
,155954.0,-540116,6.10,B
4,155530.6,+423358,5.75,B
,160110.7,-634636,6.41,F
Phi,155714.6,+142452,5.54,K
48,155811.4,-141646,4.88,B
,155834.8,-244953,5.43,B
,155930.3,-414440,4.99,K
6Pi,155851.1,-260651,2.89,B
,155958.0,-403910,6.49,K
,160106.4,-543440,6.13,A
